ORDRE;FAMILLE;SOUS_FAMILLE;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;RANG;LB_NOM;LB_AUTEUR;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;SONOTYPE;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;TAAF;PF;NC;WF;CLI;URL
Chiroptera;Pteropodidae;;418814;418654;418654;418814;ES;Pteropus vetulus;Jouan, 1863;Pteropus vetulus Jouan, 1863;<i>Pteropus vetulus</i> Jouan, 1863;Pteropus vetulus Jouan, 1863;Roussette des roches;New Caledonian Flying fox;NoEcho;3;A;A;A;A;A;A;A;A;A;A;A;A;A;A;E;A;A;https://inpn.mnhn.fr/espece/cd_nom/418814
Chiroptera;Rhinolophidae;;186238;186233;699093;186238;FM;Rhinolophidae;;Rhinolophidae ;Rhinolophidae;Rhinolophidae ;;horseshoe bats;;;P;;;;;;;;;;;;;;;;;
Chiroptera;Rhinolophidae;;197139;186238;186238;197139;GN;Rhinolophus;Lacépède, 1799;Rhinolophus Lacépède, 1799;<i>Rhinolophus</i> Lacépède, 1799;Rhinolophus Lacépède, 1799;;;;;P;;;;;;;;;;;;;;;;;
Chiroptera;Rhinolophidae;;60330;197139;197139;60330;ES;Rhinolophus euryale;Blasius, 1853;Rhinolophus euryale Blasius, 1853;<i>Rhinolophus euryale</i> Blasius, 1853;Rhinolophus euryale Blasius, 1853;Rhinolophe euryale;Mediterranean horseshoe bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60330
Chiroptera;Rhinolophidae;;60332;;;60330;ES;Rhinolophus atlanticus;;Rhinolophus atlanticus ;<i>Rhinolophus atlanticus</i>;Rhinolophus euryale Blasius, 1853;Rhinolophe euryale;Mediterranean horseshoe bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60332
Chiroptera;Rhinolophidae;;60335;;;60330;ES;Rhinolophus barbarus;;Rhinolophus barbarus ;<i>Rhinolophus barbarus</i>;Rhinolophus euryale Blasius, 1853;Rhinolophe euryale;Mediterranean horseshoe bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60335
Chiroptera;Rhinolophidae;;60333;;;60330;ES;Rhinolophus cabrerae;;Rhinolophus cabrerae ;<i>Rhinolophus cabrerae</i>;Rhinolophus euryale Blasius, 1853;Rhinolophe euryale;Mediterranean horseshoe bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60333
Chiroptera;Rhinolophidae;;60336;;;60330;ES;Rhinolophus nordmanni;;Rhinolophus nordmanni ;<i>Rhinolophus nordmanni</i>;Rhinolophus euryale Blasius, 1853;Rhinolophe euryale;Mediterranean horseshoe bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60336
Chiroptera;Rhinolophidae;;60334;;;60330;ES;Rhinolophus toscanus;;Rhinolophus toscanus ;<i>Rhinolophus toscanus</i>;Rhinolophus euryale Blasius, 1853;Rhinolophe euryale;Mediterranean horseshoe bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60334
Chiroptera;Rhinolophidae;;60295;197139;197139;60295;ES;Rhinolophus ferrumequinum;(Schreber, 1774);Rhinolophus ferrumequinum (Schreber, 1774);<i>Rhinolophus ferrumequinum</i> (Schreber, 1774);Rhinolophus ferrumequinum (Schreber, 1774);Grand rhinolophe;Greater Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60295
Chiroptera;Rhinolophidae;;60312;;;60295;SSES;Rhinolophus ferrumequinum martinoi;Petrov, 1941;Rhinolophus ferrumequinum martinoi Petrov, 1941;<i>Rhinolophus ferrumequinum martinoi</i> Petrov, 1941;Rhinolophus ferrumequinum (Schreber, 1774);Grand rhinolophe;Greater Horseshoe Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60312
Chiroptera;Rhinolophidae;;60297;60295;60295;60297;SSES;Rhinolophus ferrumequinum ferrumequinum;(Schreber, 1774);Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);<i>Rhinolophus ferrumequinum ferrumequinum</i> (Schreber, 1774);Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60297
Chiroptera;Rhinolophidae;;60300;;;60297;ES;Rhinolophus colchicus;;Rhinolophus colchicus ;<i>Rhinolophus colchicus</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60300
Chiroptera;Rhinolophidae;;60301;;;60297;ES;Rhinolophus germaniqus;;Rhinolophus germaniqus ;<i>Rhinolophus germaniqus</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60301
Chiroptera;Rhinolophidae;;60298;;;60297;ES;Rhinolophus hippocrepis;;Rhinolophus hippocrepis ;<i>Rhinolophus hippocrepis</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60298
Chiroptera;Rhinolophidae;;60302;;;60297;ES;Rhinolophus homodorensis;;Rhinolophus homodorensis ;<i>Rhinolophus homodorensis</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60302
Chiroptera;Rhinolophidae;;60303;;;60297;ES;Rhinolophus homorodalmasiensis;;Rhinolophus homorodalmasiensis ;<i>Rhinolophus homorodalmasiensis</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60303
Chiroptera;Rhinolophidae;;60304;;;60297;ES;Rhinolophus insulanus;;Rhinolophus insulanus ;<i>Rhinolophus insulanus</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60304
Chiroptera;Rhinolophidae;;60305;;;60297;ES;Rhinolophus italicus;;Rhinolophus italicus ;<i>Rhinolophus italicus</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60305
Chiroptera;Rhinolophidae;;60306;;;60297;ES;Rhinolophus major;;Rhinolophus major ;<i>Rhinolophus major</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60306
Chiroptera;Rhinolophidae;;60307;;;60297;ES;Rhinolophus obscurus;;Rhinolophus obscurus ;<i>Rhinolophus obscurus</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60307
Chiroptera;Rhinolophidae;;60308;;;60297;ES;Rhinolophus perspicillatus;;Rhinolophus perspicillatus ;<i>Rhinolophus perspicillatus</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60308
Chiroptera;Rhinolophidae;;60309;;;60297;ES;Rhinolophus solea;;Rhinolophus solea ;<i>Rhinolophus solea</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60309
Chiroptera;Rhinolophidae;;60299;;;60297;ES;Rhinolophus typicus;;Rhinolophus typicus ;<i>Rhinolophus typicus</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60299
Chiroptera;Rhinolophidae;;60310;;;60297;ES;Rhinolophus ungula;;Rhinolophus ungula ;<i>Rhinolophus ungula</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60310
Chiroptera;Rhinolophidae;;60311;;;60297;ES;Rhinolophus unihastatus;;Rhinolophus unihastatus ;<i>Rhinolophus unihastatus</i>;Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774);Grand rhinolophe;;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60311
Chiroptera;Rhinolophidae;;60313;197139;197139;60313;ES;Rhinolophus hipposideros;(Bechstein, 1800);Rhinolophus hipposideros (Bechstein, 1800);<i>Rhinolophus hipposideros</i> (Bechstein, 1800);Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60313
Chiroptera;Rhinolophidae;;60317;;;60313;ES;Rhinolophus alpinus;;Rhinolophus alpinus ;<i>Rhinolophus alpinus</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60317
Chiroptera;Rhinolophidae;;60316;;;60313;ES;Rhinolophus anomalus;;Rhinolophus anomalus ;<i>Rhinolophus anomalus</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60316
Chiroptera;Rhinolophidae;;60318;;;60313;ES;Rhinolophus bifer;;Rhinolophus bifer ;<i>Rhinolophus bifer</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60318
Chiroptera;Rhinolophidae;;60319;;;60313;ES;Rhinolophus bihastatus;;Rhinolophus bihastatus ;<i>Rhinolophus bihastatus</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60319
Chiroptera;Rhinolophidae;;60320;;;60313;ES;Rhinolophus eggenhoffner;;Rhinolophus eggenhoffner ;<i>Rhinolophus eggenhoffner</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60320
Chiroptera;Rhinolophidae;;60321;;;60313;ES;Rhinolophus helvetica;;Rhinolophus helvetica ;<i>Rhinolophus helvetica</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60321
Chiroptera;Rhinolophidae;;60315;;;60313;SSES;Rhinolophus hipposideros hipposideros;;Rhinolophus hipposideros hipposideros ;<i>Rhinolophus hipposideros hipposideros</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60315
Chiroptera;Rhinolophidae;;60322;;;60313;ES;Rhinolophus kisnyresiensis;;Rhinolophus kisnyresiensis ;<i>Rhinolophus kisnyresiensis</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60322
Chiroptera;Rhinolophidae;;60323;;;60313;ES;Rhinolophus majori;;Rhinolophus majori ;<i>Rhinolophus majori</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60323
Chiroptera;Rhinolophidae;;60324;;;60313;ES;Rhinolophus minutus;;Rhinolophus minutus ;<i>Rhinolophus minutus</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60324
Chiroptera;Rhinolophidae;;60325;;;60313;ES;Rhinolophus moravicus;;Rhinolophus moravicus ;<i>Rhinolophus moravicus</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60325
Chiroptera;Rhinolophidae;;60326;;;60313;ES;Rhinolophus pallidus;;Rhinolophus pallidus ;<i>Rhinolophus pallidus</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60326
Chiroptera;Rhinolophidae;;60327;;;60313;ES;Rhinolophus phasma;;Rhinolophus phasma ;<i>Rhinolophus phasma</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60327
Chiroptera;Rhinolophidae;;60328;;;60313;ES;Rhinolophus trogophilus;;Rhinolophus trogophilus ;<i>Rhinolophus trogophilus</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60328
Chiroptera;Rhinolophidae;;60329;;;60313;ES;Rhinolophus vespa;;Rhinolophus vespa ;<i>Rhinolophus vespa</i>;Rhinolophus hipposideros (Bechstein, 1800);Petit rhinolophe;Lesser Horseshoe Bat;FMu-CF-FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60329
Chiroptera;Rhinolophidae;;60337;197139;197139;60337;ES;Rhinolophus mehelyi;Matschie, 1901;Rhinolophus mehelyi Matschie, 1901;<i>Rhinolophus mehelyi</i> Matschie, 1901;Rhinolophus mehelyi Matschie, 1901;Rhinolophe de Méhely;Mehely's horseshoe bat;FMu-CF-FMd;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/60337
Chiroptera;Rhinolophidae;;60339;;;60337;ES;Rhinolophus carpetanus;;Rhinolophus carpetanus ;<i>Rhinolophus carpetanus</i>;Rhinolophus mehelyi Matschie, 1901;Rhinolophe de Méhely;Mehely's horseshoe bat;FMu-CF-FMd;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/60339
Chiroptera;Thyropteridae;;443487;186233;186233;443487;FM;Thyropteridae;Miller, 1907;Thyropteridae Miller, 1907;Thyropteridae Miller, 1907;Thyropteridae Miller, 1907;;;;3;;P;;;;;;;;;;;;;;;;
Chiroptera;Thyropteridae;;443544;443487;443487;443544;GN;Thyroptera;Spix, 1823;Thyroptera Spix, 1823;<i>Thyroptera</i> Spix, 1823;Thyroptera Spix, 1823;;;;;;P;;;;;;;;;;;;;;;;
Chiroptera;Thyropteridae;;443733;443544;443544;443733;ES;Thyroptera discifera;(Lichtenstein & Peters, 1855);Thyroptera discifera (Lichtenstein & Peters, 1855);<i>Thyroptera discifera</i> (Lichtenstein & Peters, 1855);Thyroptera discifera (Lichtenstein & Peters, 1855);;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443733
Chiroptera;Thyropteridae;;443734;443544;443544;443734;ES;Thyroptera tricolor;Spix, 1823;Thyroptera tricolor Spix, 1823;<i>Thyroptera tricolor</i> Spix, 1823;Thyroptera tricolor Spix, 1823;;;FMd;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443734
Chiroptera;Vespertilionidae;;186239;186233;699094;186239;FM;Vespertilionidae;Gray, 1821;Vespertilionidae Gray, 1821;Vespertilionidae Gray, 1821;Vespertilionidae Gray, 1821;;evening bats;;;P;P;P;P;;;P;;;P;;;;;P;;;
Chiroptera;Vespertilionidae;;189744;186239;186239;189744;GN;Barbastella;Gray, 1821;Barbastella Gray, 1821;<i>Barbastella</i> Gray, 1821;Barbastella Gray, 1821;;;;;P;;;;;;;;;;;;;;;;;
Chiroptera;Vespertilionidae;;60345;189744;189744;60345;ES;Barbastella barbastellus;(Schreber, 1774);Barbastella barbastellus (Schreber, 1774);<i>Barbastella barbastellus</i> (Schreber, 1774);Barbastella barbastellus (Schreber, 1774);Barbastelle d'Europe, Barbastelle;Western Barbastelle;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60345
Chiroptera;Vespertilionidae;;60347;;;60345;ES;Barbastella communis;;Barbastella communis ;<i>Barbastella communis</i>;Barbastella barbastellus (Schreber, 1774);Barbastelle d'Europe, Barbastelle;Western Barbastelle;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60347
Chiroptera;Vespertilionidae;;60348;;;60345;ES;Barbastella daubentoni;;Barbastella daubentoni ;<i>Barbastella daubentoni</i>;Barbastella barbastellus (Schreber, 1774);Barbastelle d'Europe, Barbastelle;Western Barbastelle;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60348
Chiroptera;Vespertilionidae;;532342;186239;186239;532342;GN;Chalinolobus;Peters, 1866;Chalinolobus Peters, 1866;<i>Chalinolobus</i> Peters, 1866;Chalinolobus Peters, 1866;;;;;;;;;;;;;;;;;;;P;;;
Chiroptera;Vespertilionidae;;532343;532342;532342;532343;ES;Chalinolobus neocaledonicus;Revilliod, 1914;Chalinolobus neocaledonicus Revilliod, 1914;<i>Chalinolobus neocaledonicus</i> Revilliod, 1914;Chalinolobus neocaledonicus Revilliod, 1914;Chalinolobe néo-calédonien;New Caledonia wattled-bat;FMd-QCF;3;A;A;A;A;A;A;A;A;A;A;A;A;A;A;E;A;A;https://inpn.mnhn.fr/espece/cd_nom/532343
Chiroptera;Vespertilionidae;;192256;186239;186239;192256;GN;Eptesicus;Rafinesque, 1820;Eptesicus Rafinesque, 1820;<i>Eptesicus</i> Rafinesque, 1820;Eptesicus Rafinesque, 1820;;;;;P;P;;P;;;;;;;;;;;;;;
Chiroptera;Vespertilionidae;;443736;192256;192256;443736;ES;Eptesicus brasiliensis;(Desmarest, 1814);Eptesicus brasiliensis (Desmarest, 1814);<i>Eptesicus brasiliensis</i> (Desmarest, 1814);Eptesicus brasiliensis (Desmarest, 1814);;;FMd-QCF;3;;D;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443736
Chiroptera;Vespertilionidae;;593769;192256;192256;593769;ES;Eptesicus chiriquinus;Thomas, 1920;Eptesicus chiriquinus Thomas, 1920;<i>Eptesicus chiriquinus</i> Thomas, 1920;Eptesicus chiriquinus Thomas, 1920;;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/593769
Chiroptera;Vespertilionidae;;443735;;;593769;ES;Eptesicus andinus;auct. non J. A. Allen, 1914;Eptesicus andinus auct. non J. A. Allen, 1914;<i>Eptesicus andinus</i> auct. non J. A. Allen, 1914;Eptesicus chiriquinus Thomas, 1920;;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443735
Chiroptera;Vespertilionidae;;443737;192256;192256;443737;ES;Eptesicus furinalis;d'Orbigny, 1847;Eptesicus furinalis d'Orbigny, 1847;<i>Eptesicus furinalis</i> d'Orbigny, 1847;Eptesicus furinalis d'Orbigny, 1847;;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443737
Chiroptera;Vespertilionidae;;853509;192256;192256;853509;ES;Eptesicus fuscus;(Beauvois, 1796);Eptesicus fuscus (Beauvois, 1796);<i>Eptesicus fuscus</i> (Beauvois, 1796);Eptesicus fuscus (Beauvois, 1796);Sérotine brune;Big Brown Bat;FMd-QCF;3;;;;P;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/853509
Chiroptera;Vespertilionidae;;418797;192256;192256;418797;ES;Eptesicus guadeloupensis;Genoways & Baker, 1975;Eptesicus guadeloupensis Genoways & Baker, 1975;<i>Eptesicus guadeloupensis</i> Genoways & Baker, 1975;Eptesicus guadeloupensis Genoways & Baker, 1975;Sérotine de la Guadeloupe;;FMd-QCF;3;A;A;A;E;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/418797
Chiroptera;Vespertilionidae;;79302;192256;192256;79302;ES;Eptesicus nilssonii;(Keyserling & Blasius, 1839);Eptesicus nilssonii (Keyserling & Blasius, 1839);<i>Eptesicus nilssonii</i> (Keyserling & Blasius, 1839);Eptesicus nilssonii (Keyserling & Blasius, 1839);Sérotine de Nilsson;Northern Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/79302
Chiroptera;Vespertilionidae;;60358;;;79302;ES;Eptesicus atratus;Kolenati;Eptesicus atratus Kolenati;<i>Eptesicus atratus</i> Kolenati;Eptesicus nilssonii (Keyserling & Blasius, 1839);Sérotine de Nilsson;Northern Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60358
Chiroptera;Vespertilionidae;;60359;;;79302;ES;Eptesicus borealis;Nilsson;Eptesicus borealis Nilsson;<i>Eptesicus borealis</i> Nilsson;Eptesicus nilssonii (Keyserling & Blasius, 1839);Sérotine de Nilsson;Northern Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60359
Chiroptera;Vespertilionidae;;60357;;;79302;SSES;Eptesicus nilssoni nilssoni;;Eptesicus nilssoni nilssoni ;<i>Eptesicus nilssoni nilssoni</i>;Eptesicus nilssonii (Keyserling & Blasius, 1839);Sérotine de Nilsson;Northern Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60357
Chiroptera;Vespertilionidae;;60355;;;79302;ES;Eptesicus nilssoni;(Keyserling & Blasius, 1839);Eptesicus nilssoni (Keyserling & Blasius, 1839);<i>Eptesicus nilssoni</i> (Keyserling & Blasius, 1839);Eptesicus nilssonii (Keyserling & Blasius, 1839);Sérotine de Nilsson;Northern Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60355
Chiroptera;Vespertilionidae;;60360;192256;192256;60360;ES;Eptesicus serotinus;(Schreber, 1774);Eptesicus serotinus (Schreber, 1774);<i>Eptesicus serotinus</i> (Schreber, 1774);Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60360
Chiroptera;Vespertilionidae;;60363;;;60360;ES;Eptesicus boscai;;Eptesicus boscai ;<i>Eptesicus boscai</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60363
Chiroptera;Vespertilionidae;;60364;;;60360;ES;Eptesicus incisivus;;Eptesicus incisivus ;<i>Eptesicus incisivus</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60364
Chiroptera;Vespertilionidae;;60366;;;60360;ES;Eptesicus insularis;;Eptesicus insularis ;<i>Eptesicus insularis</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60366
Chiroptera;Vespertilionidae;;60367;;;60360;ES;Eptesicus intermedius;;Eptesicus intermedius ;<i>Eptesicus intermedius</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60367
Chiroptera;Vespertilionidae;;60368;;;60360;ES;Eptesicus isabellinus;Cabrera;Eptesicus isabellinus Cabrera;<i>Eptesicus isabellinus</i> Cabrera;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60368
Chiroptera;Vespertilionidae;;60365;;;60360;ES;Eptesicus kuhlii;Nilsson;Eptesicus kuhlii Nilsson;<i>Eptesicus kuhlii</i> Nilsson;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60365
Chiroptera;Vespertilionidae;;60369;;;60360;ES;Eptesicus meridionalis;;Eptesicus meridionalis ;<i>Eptesicus meridionalis</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60369
Chiroptera;Vespertilionidae;;60370;;;60360;ES;Eptesicus okenii;;Eptesicus okenii ;<i>Eptesicus okenii</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60370
Chiroptera;Vespertilionidae;;60371;;;60360;ES;Eptesicus rufescens;;Eptesicus rufescens ;<i>Eptesicus rufescens</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60371
Chiroptera;Vespertilionidae;;60372;;;60360;ES;Eptesicus serotine;;Eptesicus serotine ;<i>Eptesicus serotine</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60372
Chiroptera;Vespertilionidae;;60362;;;60360;SSES;Eptesicus serotinus serotinus;;Eptesicus serotinus serotinus ;<i>Eptesicus serotinus serotinus</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60362
